Identifier,Comment,SubTask1,SubTask2
10479,Bilkul the Muslim ke bap Hindu hi the😁,AntiReligion,Islam
10317,Jay Mata di and Ram Ram ji. 🌹🌹welcome mdm ji 🌲🌲jabardastt 🌳🌳,Non-AntiReligion,None
6557,Aur tum wo gobar prashad samjh kr kha lena 🤣,AntiReligion,Hinduism
8888,"जब मैं ने उसे (प्रभु यीशु) देखा तो उसके पैरों पर मुर्दा सा गिर पड़ा।उसने मुझ पर अपना दाहिना हाथ रखकर कहा""मत डर; मैं प्रथम और अन्तिम और जीवता हुँ; मैं मर गया था, और अब देख मैं युगानुयुग जीवता हुँ; और मृत्यु और अधोलोक की कुंजियाँ मेरे ही पास हैं(प्रकाशित वाक्य 1:17-18)। प्रभु यीशु मसीह अभी स्वर्ग में है फिर से आने वाला है अपने लोगों को ले जाने के लिए, क्या आप लोग भी हमारे साथ स्वर्ग जाना चाहेंगे? चलो न बड़ा मजा आयेगा।",Non-AntiReligion,None
5384,Insaan ke naam be dhabba pakistan,Non-AntiReligion,None
9726,Ye Jihaadi Hai Jilaani Nhi.. Fact Pe Aate Hi In Jaise Mullo Ki Aukaat Dikh Jati Hai..,AntiReligion,Islam
2417,Ye mulla be Mohammed kaa hi sunath pe challa rahaa hain ye darr pok mullaa aur kullaa,AntiReligion,Islam
2442,Kitne din se g Shankar bhole Kumar rahe haintum log ne kitna Paisa Diya keval unka lut lut ke nahin mandir mein chadhava chadha ho sab karte Rahe Ho loot liya unka Paisa abhi pareshani hai kya,Non-AntiReligion,None
5321,Bjp kya kr rhi hai isko stand lena chahiye jis trha Pak Kashmir k liye leta hai nhi hota hai to hme bol de sarkar hmm hindu sena dekh lege,Non-AntiReligion,None
1505,किसी सी मना किया है पुजा करने से यह देश के लुटेरे राज नेता का बात मत सुनो तो बेहतर हे,Non-AntiReligion,None
4421,Haan to kr le bhai tu bhaagwan ko yad to kr pooja kr to sahi..dhyan lgyga to to khud nafrat se door jyga na..poja krni to h nhi bs gandgi felani h,Non-AntiReligion,None
1219,Namaaj must not be allowed on public places Ye log namaaj padhe ya na padhe Road block karne ki permission nahin di jaani chahiye,AntiReligion,Islam
11032,Yeshu aapki aatmik bodhi khole sister ji amen,Non-AntiReligion,None
7348,Apke jane se sachai per koi ferk nahi padega aap abi sachai se door hai aap ek sache vishwasi nahi ho sakte masih ke bina jivan Kahi nahi hai,Non-AntiReligion,None
483,Katai jahaliyat ko follow karte hai jihaadi,AntiReligion,Islam
10264,Are chacha puja bhagwan ke samne hoti namaj ke liye murti nhi lgti ...bina dimag ke insan,AntiReligion,Hinduism
268,O mother chodo jagah dede fir namaz ka..n hindu bhi to ganesh puja n sabhi puja raste m dj baja ka trafic karta h wo,AntiReligion,Islam
4524,Abe jhut sahi bolo karo 😂😂😂 Ye Indonesia kya kar Raha tha,Non-AntiReligion,None
7097,😂😂😂😂 suwar se sampark karne se ehi hal hoto he khud to jahannami he or dusro ko v jahannam le jata he 😂😂,AntiReligion,Islam
8330,"काफिरों मुश्रिको तुम जितना भी जोर लगा लो कितने भी तुम एक्स मुस्लिम , मुर्तद,को बुलाके डिबेट कारवालो कितना भी मुसलमानो को बदनाम कार्लो इससे मुसलमानो पर कोई परक नहीं पड़ता मुसलमान अपने ईमान पर है और रहेगा हमेशा इंशाअल्ला",Non-AntiReligion,None
1610,मेरे JHARKHAND के TRIBAL लोगों को भी इन लोगों ने पूरा बर्बाद कर दिया। TRIBAL अपनी संस्कृति और इतिहास जोर शोर से छोड़ रहे हैं।,Non-AntiReligion,None
8436,मोमिन ही सच्चा है बाकी सब झूठे है,Non-AntiReligion,None
9485,"Sanatan dharma viswa me ek matra hai , vaigyanic dratikan se har samasyaon ka samadhan deta hai . Bas sirf grantho ka aadar purvak gahraye se adyayan karne se milta hai .",Non-AntiReligion,None
3177,"Namaste Estherji. आपने सत्य को सामने रखा है, यह लिबरल सेक्युलर एवं चंगाई समूह के मुंह पर तमाचा है।सनातन धर्म की यह खासियत कि वह अध्यात्म के लिए मनुष्य मात्र की स्वाधीनता में विश्वास करता है, ने ही ऐसे सेक्युलर पैदा कर दिए हैं।वरना अन्य मजहब विशेष के खिलाफ एक शब्द बोलकर तो देखें,तुरंत फतवा जारी हो जाता है।सनातन ने मन मस्तिष्क की जो स्वाधीनता प्रदान की है वह सत्य को प्राप्त करने के लिए है न कि हमें अपने रास्ते से भटककर शारीरिक स्वच्छंदता को बढ़ावा देना जैसा कि आजकल कई नेत्रियां नारी स्वाधीनता के नाम पर राग अलापती हैं।आपके विचार बहुत स्पष्ट हैं।इस स्वाधीनता का गलत फायदा न सिर्फ अन्य समुदाय उठा रहे हैं बल्कि स्वयं कई socalled हिन्दू भी शामिल हैं।काश सनातन की गहराई में लोग जाने का प्रयत्न करते।🙏",Non-AntiReligion,None
2272,Tumhara baap bhi Hindu tha 🚩🚩🚩🚩🚩🚩,AntiReligion,Islam
6367,Sahi hi in saitano ke liye bhugte,Non-AntiReligion,None
5290,Sanatan kiya kheta hai ek debet kare Chenel wale prp k chakkar me dharm me vedaved mat karwaye Ekdom wakwash chanel,AntiReligion,Hinduism
8066,"Sameer is to the point, ye Maulana bhi phat gaya... Jabab nahi hai",AntiReligion,Islam
4812,Astaqfirullah naa deen ki Rahi na dunya ki,Non-AntiReligion,None
2854,Lalchi Hindu isai banta hai aur samjhaya jata h tum dm so bdo ban jaoge isliye bante hai,AntiReligion,Hinduism
11364,Are pagal aadmi jannat me Jana ke liye Imaan ka hone firz h,Non-AntiReligion,None
785,Aap logo ko kuch kaam nahi Time pass k liye aise prog karte ho....,Non-AntiReligion,None
2182,Madam apne andh bhakato ki pol khol di,Non-AntiReligion,None
2009,Are ye to hona hi tha jo islam chhorta hai usko to jaleel hona hi tha 🎉🎉🎉😅,Non-AntiReligion,None
7196,Isko mar Jane me bhalayi hai,Non-AntiReligion,None
5379,सर हमारे नॉलिज मै कई परिवार ऐसे है जो अभी अभी ईसाई बने है वो समझाने से man ही नहीं रहे वो समझते ही नहीं क्या करें,Non-AntiReligion,None
3765,Owasi la ancestors ka naam kishan lal tha or wo hindu the 😂😂 Jai shree ram🚩🕉🕉,AntiReligion,Islam
4014,Akhirat bhi kharab or duniya bhi,Non-AntiReligion,None
11278,ES ME GALAT KYA HAI AISE LOGO KE SATH YAHI HONA CHAHIYE GUN THODI NA KHATI ANAJ KHATI H,Non-AntiReligion,None
6595,बिलकुल सही हो रहा इन लड़कियों के साथ इन के नूतफे में ही खोट हैँ,Non-AntiReligion,None
2247,Hindustan mein kya pakhand nahin hai my dear sister,Non-AntiReligion,None
2671,vo din dur nhi jab masjid bharat se juda ho jayenge ...,AntiReligion,Islam
9790,Is kemuh me do lau nda tabhi jayga ye jannat me dauda dauda,Non-AntiReligion,None
4938,Jesus is true way of life .....itni freedom peaceful life mili jitna kbhi socha ni tha .....mko v kisi ne force ni kiya .... koi v Jesus believer aapki baton pe trust ni krega sis....Bible read kro ..kahin jane se paster ki bat se life change nhi hoti jbtk aap khud believe nhi krte ....jesus bless you always sis,Non-AntiReligion,None
238,Tamaam masjidon kay mahulla community aur ulama ko hindu bhagwa love trap kay baray muslim main awareness,AntiReligion,Hinduism
10782,Dunya min sabse pahle hazrat aadam alaihissalam aaye hin To musalman hindu ke purwaj ho we Balke sabhi mazhab ke purwaj musalman hee hin,AntiReligion,Islam
1596,Muslman hi nahi sabke purvaj hindu hi hai,AntiReligion,Islam
5874,"मौलाना ने मदरसा में बचपन में सिखाया था की कुरान , हदीस पर सवाल नही पूछना, कभी नहीं। पूछोगे तो तुम मुसलमान नही हो और जहन्नम में जाओगे। जहन्नम में जानेसे पहले मौलाना की बेडरूम में जाओगे और बाद में मार दिए जाओगे।",AntiReligion,Islam
10680,Allah ko kaise Ishwar manu... Ishwar aur allah different... We don't belive in Gandhi 's secularism,Non-AntiReligion,None
2451,🅰®📧 🅰🅰🅿 720 कत लो गारत् कर रहे हे,Non-AntiReligion,None
7844,Gobar Hindu bindu Khatha hai Naki Musalman 😂,AntiReligion,Islam
978,Dharm to insanon ne banaa Di parmeshwar to ek hi hai arthat yishu,Non-AntiReligion,None
11075,मैडम आज आप अगर स्लीज लैस ब्लाऊज पहन कर आती तो मजा आ जाता,Non-AntiReligion,None
7994,Aap ne Yeshu mashi ko vaktigat rup se jaana hi nahi tha na hi biswas kiyethe jaante to aaj aap Yeshu ke kaamo ke bare gawah bante.Apna man phiraiye paschtap kare kyonki Yeshu mashi apna bahe khole aap ka intijar Kar rahe Hain.,Non-AntiReligion,None
4697,"Main muslim hu,bohot accha hau aske saat ❤",Non-AntiReligion,None
962,assan jawab hindu ko janat chahyay to bhagwan sai manglo bs essai ko chahyay essa masi sai manglo jasay musalman Allah sai mangta hai,AntiReligion,Hinduism
3429,यह मौलाना बहुत झूठा है सिर्फ भोंक रहा है सच्चाई है ही नहीं समूचे इसलाम में,AntiReligion,Islam
